mjd,night,band,n,flux,err,snr
58990.600752536964,58990,c,4,-3.842327779159413,5.77344746711191,-0.6655170590963195
58992.59723210426,58992,o,4,-2.371311078858249,6.532268902162529,-0.36301492090645854
59000.59813737563,59000,o,4,3.7512747531689348,5.012130088534387,0.7484392238242678
59001.59859859234,59001,c,4,-6.619460978177595,4.997701915652425,-1.3245009586197893
59004.53618623799,59004,o,4,20.761836805698884,11.219112465933074,1.8505774738191072
59005.56651638946,59005,o,4,5.863137657011022,12.029801497562257,0.48738440598534727
59007.54768012647,59007,o,4,10.078717548917119,11.495326685163505,0.8767665178167804
59015.60213460974,59015,o,4,5.9414724781295964,5.8071508243506305,1.0231303883508116
59016.5762643009,59016,o,3,7.536557226382995,8.477074446823515,0.8890516738598485
59020.5447048057,59020,o,4,-3.9984538739048276,4.7184971940742075,-0.8473998625931882
59021.57276227475,59021,c,4,3.9801980198019797,4.925434091539446,0.8080908090190214
59024.58269563301,59024,o,4,3.8086010403843864,4.852180994751673,0.7849255921211374
59026.55176705753,59026,c,3,-5.433628318584071,4.789368757711723,-1.134518679488811
59027.50699146896,59027,o,4,4.120689655172414,4.227985580505865,0.9746224476667649
59030.482171307915,59030,o,4,0.3334688897925985,6.421547703513491,0.051929675708886194
59030.514448,59030,c,4,1.25,4.0,0.3125
59031.50260529178,59031,o,4,-2.519178082191781,6.736122212798208,-0.3739804597674165
59032.53214159318,59032,o,4,-7.587482219061167,6.864260006282899,-1.1053605504622928
59033.46825600178,59033,o,8,17.99558420666664,8.797812209038975,2.045461278222984
59035.50710256449,59035,o,4,5.934712461851637,14.058626352670773,0.4221402797809045
59041.51608705895,59041,o,4,6.076823101538866,7.8654159299086945,0.7726003501520369
59042.598339053184,59042,o,4,5.208469745860518,7.066212978145338,0.7370949279294975
59043.5243061006,59043,o,4,-9.768572974923329,6.778919048065119,-1.4410222198643212
59047.58103670713,59047,o,4,1.4786792313921817,7.065503722668285,0.20928150198946593
59049.57359159543,59049,c,4,-0.690637135049619,4.273949869885229,-0.16159224045090756
59050.4931700359,59050,c,4,0.2624309392265195,4.73029498104873,0.05547876829625058
59051.44689035411,59051,o,4,-1.498583569405099,3.8321733269689164,-0.3910531809349067
